perf_id,supplier_id,evaluation_period,otd_rating_pct,quality_pass_rate_pct,defect_ppm,overall_risk_score
PERF_01685,SUP_010,2027-M10,90.22,92.12,476,8.83
PERF_01686,SUP_014,2026-M01,84.94,93.97,783,10.55
PERF_01687,SUP_004,2026-M02,89.68,92.34,598,8.99
PERF_01688,SUP_009,2027-M03,96.24,94.56,191,4.6
PERF_01689,SUP_012,2027-M04,96.83,95.89,366,3.64
PERF_01690,SUP_012,2026-M07,99.42,96.35,417,2.12
PERF_01691,SUP_003,2026-M10,85.96,92.45,821,10.8
PERF_01692,SUP_021,2026-M08,88.43,95.9,480,7.83
PERF_01693,SUP_001,2027-M10,95.32,99.39,386,2.65
PERF_01694,SUP_003,2027-M04,93.93,90.52,727,7.78
PERF_01695,SUP_025,2026-M03,94.25,93.33,591,6.21
PERF_01696,SUP_004,2026-M02,97.07,93.36,761,4.78
PERF_01697,SUP_013,2026-M11,88.25,90.22,435,10.76
PERF_01698,SUP_017,2026-M07,85.28,88.12,1180,13.3
PERF_01699,SUP_017,2026-M12,87.05,90.74,1017,11.11
PERF_01700,SUP_005,2027-M03,91.23,94.48,373,7.14
PERF_01701,SUP_015,2027-M10,93.79,95.05,669,5.58
PERF_01702,SUP_005,2027-M06,94.83,97.4,400,3.88
PERF_01703,SUP_006,2027-M05,87.01,93.52,445,9.74
PERF_01704,SUP_019,2027-M04,89.74,91.8,1207,9.23
PERF_01705,SUP_025,2026-M11,93.88,92.49,373,6.81
PERF_01706,SUP_017,2027-M09,88.96,95.78,722,7.63
PERF_01707,SUP_012,2026-M11,89.85,98.44,83,5.86
PERF_01708,SUP_004,2027-M12,88.79,92.76,646,9.22
PERF_01709,SUP_005,2027-M12,96.67,94.69,305,4.32
PERF_01710,SUP_024,2026-M06,89.76,93.57,699,8.34
PERF_01711,SUP_024,2026-M09,91.11,95.31,758,6.79
PERF_01712,SUP_010,2027-M08,90.56,88.84,730,10.3
PERF_01713,SUP_009,2027-M05,94.54,97.22,321,4.12
PERF_01714,SUP_023,2027-M05,87.52,91.56,807,10.46
PERF_01715,SUP_016,2026-M02,93.5,92.58,821,6.96
PERF_01716,SUP_024,2027-M11,90.17,92.89,637,8.47
PERF_01717,SUP_019,2026-M07,91.74,93.81,1155,7.22
PERF_01718,SUP_009,2027-M01,90.54,96.7,354,6.38
PERF_01719,SUP_015,2026-M10,88.09,93.77,647,9.07
PERF_01720,SUP_021,2027-M12,99.5,94.94,233,2.78
PERF_01721,SUP_009,2027-M05,93.92,90.21,441,7.94
PERF_01722,SUP_010,2027-M11,89.25,94.79,914,7.98
PERF_01723,SUP_023,2027-M02,87.99,92.62,546,9.69
PERF_01724,SUP_020,2026-M01,84.32,92.57,565,11.56
PERF_01725,SUP_020,2026-M07,86.46,89.31,929,12.12
PERF_01726,SUP_021,2027-M01,98.5,92.15,89,4.67
PERF_01727,SUP_022,2026-M08,93.63,96.04,443,5.16
PERF_01728,SUP_013,2027-M01,86.66,91.5,873,10.92
PERF_01729,SUP_006,2026-M02,93.22,88.51,586,9.13
PERF_01730,SUP_012,2027-M03,95.24,94.11,706,5.33
PERF_01731,SUP_024,2027-M11,87.89,93.1,791,9.5
PERF_01732,SUP_001,2026-M09,93.43,92.18,234,7.19
PERF_01733,SUP_006,2027-M03,93.19,92.56,490,7.12
PERF_01734,SUP_018,2027-M03,96.48,94.97,317,4.28
PERF_01735,SUP_015,2026-M04,91.15,95.73,1096,6.56
PERF_01736,SUP_024,2026-M03,92.28,96.1,578,5.81
PERF_01737,SUP_006,2027-M03,87.02,93.56,681,9.71
PERF_01738,SUP_017,2026-M03,84.16,91.16,919,12.34
PERF_01739,SUP_013,2026-M04,89.08,93.26,858,8.83
PERF_01740,SUP_007,2026-M04,87.68,91.52,480,10.4
PERF_01741,SUP_013,2027-M05,93.35,92.03,755,7.31
PERF_01742,SUP_018,2027-M09,90.91,99.9,205,4.59
PERF_01743,SUP_018,2026-M04,92.41,96.84,540,5.38
PERF_01744,SUP_007,2027-M08,92.07,97.32,821,5.31
PERF_01745,SUP_019,2026-M02,86.33,92.36,761,10.66
PERF_01746,SUP_004,2027-M10,96.3,89.91,900,6.9
PERF_01747,SUP_015,2027-M05,91.24,95.89,599,6.44
PERF_01748,SUP_012,2026-M11,92.07,98.28,490,4.83
PERF_01749,SUP_014,2027-M01,91.22,92.17,660,8.31
PERF_01750,SUP_011,2027-M03,89.32,98.05,484,6.31
PERF_01751,SUP_006,2026-M02,87.2,92.05,566,10.38
PERF_01752,SUP_001,2027-M03,90.75,94.76,93,7.25
PERF_01753,SUP_023,2026-M03,88.26,91.15,374,10.29
PERF_01754,SUP_021,2026-M06,99.17,98.53,304,1.15
PERF_01755,SUP_025,2026-M02,94.82,97.04,638,4.07
PERF_01756,SUP_017,2026-M03,84.94,94.33,730,10.37
PERF_01757,SUP_008,2026-M08,87.59,96.21,818,8.1
PERF_01758,SUP_022,2026-M06,99.5,93.0,539,3.75
PERF_01759,SUP_010,2026-M04,87.97,94.76,425,8.63
PERF_01760,SUP_005,2026-M11,90.81,94.46,375,7.37
PERF_01761,SUP_010,2027-M07,87.28,94.45,925,9.13
PERF_01762,SUP_014,2026-M01,90.1,96.25,863,6.83
PERF_01763,SUP_004,2027-M12,86.45,96.81,538,8.37
PERF_01764,SUP_007,2026-M08,91.93,96.73,811,5.67
PERF_01765,SUP_010,2027-M06,84.71,90.5,984,12.4
PERF_01766,SUP_025,2026-M12,93.49,96.2,551,5.16
PERF_01767,SUP_025,2027-M10,96.09,96.7,358,3.6
PERF_01768,SUP_007,2027-M01,88.26,94.94,830,8.4
PERF_01769,SUP_017,2026-M04,86.63,94.31,814,9.53
PERF_01770,SUP_019,2026-M02,86.95,91.1,504,10.97
PERF_01771,SUP_019,2027-M06,88.68,96.08,538,7.62
PERF_01772,SUP_016,2027-M03,90.97,91.96,587,8.53
PERF_01773,SUP_014,2027-M04,83.77,91.65,741,12.29
PERF_01774,SUP_010,2027-M07,90.82,93.36,480,7.91
PERF_01775,SUP_014,2027-M03,91.55,92.73,819,7.86
PERF_01776,SUP_003,2027-M07,89.47,91.71,743,9.41
PERF_01777,SUP_023,2027-M11,90.93,88.63,592,10.22
PERF_01778,SUP_009,2027-M04,92.34,96.04,698,5.81
PERF_01779,SUP_003,2026-M05,87.18,91.76,597,10.53
PERF_01780,SUP_012,2026-M02,92.2,95.53,514,6.13
PERF_01781,SUP_023,2027-M07,86.34,94.07,359,9.8
PERF_01782,SUP_008,2027-M04,89.92,93.58,894,8.25
PERF_01783,SUP_002,2026-M02,92.58,90.1,50,8.66
PERF_01784,SUP_020,2026-M04,87.8,93.33,895,9.44
PERF_01785,SUP_003,2026-M04,90.0,95.91,592,7.05
PERF_01786,SUP_014,2027-M12,90.98,88.12,599,10.45
PERF_01787,SUP_011,2026-M07,88.58,95.31,390,8.06
PERF_01788,SUP_016,2027-M04,90.74,93.75,454,7.75
PERF_01789,SUP_011,2026-M10,93.43,92.26,672,7.16
PERF_01790,SUP_014,2026-M06,87.39,90.98,1097,10.81
PERF_01791,SUP_018,2026-M10,89.97,92.99,200,8.52
PERF_01792,SUP_002,2027-M01,93.2,96.68,587,5.06
PERF_01793,SUP_004,2027-M01,97.82,87.78,781,7.2
PERF_01794,SUP_022,2026-M07,92.33,94.53,276,6.57
PERF_01795,SUP_024,2026-M06,87.07,97.41,848,7.76
PERF_01796,SUP_023,2027-M12,89.57,96.38,397,7.03
PERF_01797,SUP_017,2026-M07,83.41,86.16,700,15.22
PERF_01798,SUP_019,2027-M02,89.99,93.26,729,8.38
PERF_01799,SUP_016,2027-M03,86.17,95.61,687,9.11
PERF_01800,SUP_012,2027-M10,96.8,91.67,422,5.76
PERF_01801,SUP_016,2026-M06,86.84,92.61,746,10.28
PERF_01802,SUP_020,2027-M06,87.97,89.67,821,11.18
PERF_01803,SUP_012,2026-M09,90.01,99.28,318,5.35
PERF_01804,SUP_001,2027-M03,98.56,95.48,215,2.98
PERF_01805,SUP_022,2026-M04,91.71,98.19,258,5.05
PERF_01806,SUP_010,2027-M07,91.13,91.84,324,8.52
PERF_01807,SUP_023,2027-M07,87.79,90.05,706,11.08
PERF_01808,SUP_024,2026-M03,86.23,95.51,661,9.13
PERF_01809,SUP_018,2027-M08,93.17,97.44,612,4.69
PERF_01810,SUP_022,2026-M04,93.94,94.07,50,6.0
PERF_01811,SUP_014,2026-M06,86.24,90.66,801,11.55
PERF_01812,SUP_003,2026-M12,88.46,94.72,577,8.41
PERF_01813,SUP_005,2027-M08,94.43,99.36,428,3.1
PERF_01814,SUP_008,2027-M05,91.42,92.9,433,7.84
PERF_01815,SUP_022,2026-M05,91.45,94.65,551,6.95
PERF_01816,SUP_008,2027-M10,90.93,91.03,913,9.02
PERF_01817,SUP_004,2026-M10,91.06,89.88,571,9.53
PERF_01818,SUP_003,2027-M12,89.83,97.26,478,6.45
PERF_01819,SUP_001,2026-M10,98.13,99.9,194,0.98
PERF_01820,SUP_021,2027-M01,92.27,92.81,419,7.46
PERF_01821,SUP_018,2027-M03,93.59,97.45,638,4.48
PERF_01822,SUP_004,2026-M12,87.86,88.48,655,11.83
PERF_01823,SUP_025,2027-M02,94.88,96.62,334,4.25
PERF_01824,SUP_003,2026-M05,89.87,96.79,776,6.67
PERF_01825,SUP_006,2026-M01,88.98,92.15,626,9.44
PERF_01826,SUP_014,2027-M02,93.21,91.74,776,7.53
PERF_01827,SUP_023,2027-M03,88.05,95.75,1091,8.1
PERF_01828,SUP_003,2026-M11,90.85,93.21,707,7.97
PERF_01829,SUP_012,2027-M10,87.45,98.26,386,7.14
PERF_01830,SUP_012,2027-M01,95.89,94.62,283,4.75
PERF_01831,SUP_011,2026-M01,92.77,98.55,324,4.34
PERF_01832,SUP_009,2027-M10,99.35,96.48,204,2.09
PERF_01833,SUP_013,2027-M03,87.61,90.37,361,11.01
PERF_01834,SUP_013,2026-M12,92.8,93.76,906,6.72
PERF_01835,SUP_011,2026-M02,94.5,92.54,303,6.48
PERF_01836,SUP_012,2027-M02,97.13,93.77,50,4.55
PERF_01837,SUP_002,2026-M11,92.72,95.25,467,6.02
PERF_01838,SUP_023,2027-M03,91.69,94.59,751,6.86
PERF_01839,SUP_005,2026-M07,98.19,92.6,460,4.61
PERF_01840,SUP_013,2027-M09,89.88,88.9,499,10.61
PERF_01841,SUP_010,2027-M04,86.96,91.15,870,10.94
PERF_01842,SUP_010,2027-M06,87.36,90.66,597,10.99
PERF_01843,SUP_008,2026-M01,94.96,94.43,524,5.31
PERF_01844,SUP_020,2026-M05,87.37,95.03,670,8.8
PERF_01845,SUP_019,2026-M01,93.45,93.53,667,6.51
PERF_01846,SUP_016,2027-M02,97.9,90.96,569,5.57
PERF_01847,SUP_016,2026-M03,86.7,95.98,977,8.66
PERF_01848,SUP_023,2026-M10,94.51,96.06,660,4.72
PERF_01849,SUP_023,2027-M11,88.4,88.82,1107,11.39
PERF_01850,SUP_014,2026-M06,89.71,90.97,1045,9.66
PERF_01851,SUP_007,2026-M11,86.28,93.82,685,9.95
PERF_01852,SUP_004,2026-M04,92.02,93.24,369,7.37
PERF_01853,SUP_021,2027-M11,93.33,98.02,454,4.33
PERF_01854,SUP_025,2027-M05,96.33,93.39,394,5.14
PERF_01855,SUP_006,2027-M09,88.23,95.27,666,8.25
PERF_01856,SUP_023,2026-M06,91.57,95.72,838,6.36
PERF_01857,SUP_006,2026-M09,90.92,90.9,659,9.09
PERF_01858,SUP_018,2027-M06,92.1,94.94,345,6.48
PERF_01859,SUP_010,2026-M11,86.26,87.91,586,12.91
PERF_01860,SUP_018,2026-M04,94.28,92.43,423,6.64
PERF_01861,SUP_020,2026-M11,93.4,94.36,1148,6.12
PERF_01862,SUP_022,2026-M06,95.17,98.92,255,2.95
PERF_01863,SUP_015,2027-M03,88.77,86.95,857,12.14
PERF_01864,SUP_004,2026-M03,94.72,92.02,609,6.63
PERF_01865,SUP_008,2026-M03,89.34,95.36,784,7.65
PERF_01866,SUP_012,2026-M04,89.37,97.42,304,6.6
PERF_01867,SUP_024,2027-M03,90.14,94.35,642,7.75
PERF_01868,SUP_014,2027-M04,87.99,91.67,974,10.17
PERF_01869,SUP_017,2027-M06,88.66,92.15,585,9.59
PERF_01870,SUP_005,2026-M08,93.46,98.65,367,3.94
PERF_01871,SUP_025,2026-M12,95.98,99.9,607,2.06
PERF_01872,SUP_012,2026-M03,94.88,95.12,50,5.0
PERF_01873,SUP_008,2026-M12,91.09,93.58,638,7.66
PERF_01874,SUP_007,2026-M06,88.74,92.0,364,9.63
PERF_01875,SUP_015,2026-M12,87.88,94.99,963,8.56
PERF_01876,SUP_019,2026-M05,89.21,93.82,890,8.49
PERF_01877,SUP_008,2026-M12,89.17,95.32,411,7.75
PERF_01878,SUP_003,2027-M10,92.09,93.38,759,7.26
PERF_01879,SUP_020,2027-M07,85.35,93.57,1236,10.54
PERF_01880,SUP_010,2026-M02,86.18,91.95,766,10.94
PERF_01881,SUP_008,2027-M05,93.96,93.0,50,6.52
PERF_01882,SUP_002,2027-M08,97.48,97.5,91,2.51
PERF_01883,SUP_025,2027-M11,92.18,99.9,689,3.96
PERF_01884,SUP_024,2027-M04,92.62,92.76,696,7.31
PERF_01885,SUP_018,2027-M03,93.31,98.62,244,4.03
PERF_01886,SUP_017,2026-M11,84.98,94.13,831,10.44
PERF_01887,SUP_003,2027-M10,93.64,91.32,689,7.52
PERF_01888,SUP_010,2027-M10,86.43,92.82,424,10.38
PERF_01889,SUP_012,2026-M08,93.14,92.81,498,7.03
PERF_01890,SUP_022,2027-M05,96.15,91.67,666,6.09
PERF_01891,SUP_018,2026-M11,99.5,95.92,291,2.29
PERF_01892,SUP_006,2027-M05,98.57,90.1,664,5.67
PERF_01893,SUP_007,2027-M05,89.74,96.16,791,7.05
PERF_01894,SUP_013,2027-M01,86.5,89.62,731,11.94
PERF_01895,SUP_009,2027-M09,90.08,95.52,347,7.2
PERF_01896,SUP_015,2026-M01,86.22,96.94,520,8.42
PERF_01897,SUP_021,2027-M07,89.3,94.98,473,7.86
PERF_01898,SUP_017,2027-M02,82.16,92.43,630,12.7
PERF_01899,SUP_008,2027-M02,96.73,95.71,480,3.78
PERF_01900,SUP_015,2027-M07,88.46,93.54,742,9.0
PERF_01901,SUP_009,2026-M07,93.02,94.86,471,6.06
PERF_01902,SUP_007,2027-M07,87.39,91.94,302,10.34
PERF_01903,SUP_011,2027-M09,96.92,96.75,245,3.16
PERF_01904,SUP_019,2026-M11,95.2,93.22,492,5.79
PERF_01905,SUP_024,2027-M01,92.37,94.2,758,6.72
PERF_01906,SUP_009,2026-M05,91.82,96.53,407,5.83
PERF_01907,SUP_005,2026-M08,96.27,91.64,273,6.05
PERF_01908,SUP_003,2026-M10,94.67,91.08,579,7.12
PERF_01909,SUP_010,2027-M07,87.86,89.76,278,11.19
PERF_01910,SUP_002,2027-M06,92.71,95.94,429,5.68
PERF_01911,SUP_003,2027-M03,89.07,93.11,904,8.91
PERF_01912,SUP_006,2026-M05,89.53,91.96,603,9.25
PERF_01913,SUP_012,2027-M05,96.34,99.9,234,1.88
PERF_01914,SUP_002,2026-M07,93.7,96.45,241,4.92
PERF_01915,SUP_024,2027-M07,89.86,89.54,326,10.3
PERF_01916,SUP_023,2027-M04,90.6,92.04,740,8.68
PERF_01917,SUP_005,2027-M04,94.55,93.96,350,5.75
PERF_01918,SUP_017,2026-M04,83.7,95.08,568,10.61
PERF_01919,SUP_020,2027-M02,87.11,89.19,934,11.85
PERF_01920,SUP_006,2026-M07,89.11,92.1,830,9.4
PERF_01921,SUP_022,2027-M02,94.09,97.29,203,4.31
PERF_01922,SUP_010,2027-M07,84.99,93.07,656,10.97
PERF_01923,SUP_011,2027-M01,95.88,95.8,441,4.16
PERF_01924,SUP_020,2027-M12,82.83,96.52,787,10.33
PERF_01925,SUP_003,2027-M03,91.59,90.91,761,8.75
PERF_01926,SUP_011,2027-M04,90.09,97.13,328,6.39
PERF_01927,SUP_017,2026-M09,87.49,93.34,593,9.59
PERF_01928,SUP_023,2026-M02,87.45,94.14,1119,9.2
PERF_01929,SUP_003,2026-M07,89.09,94.48,678,8.22
PERF_01930,SUP_024,2027-M01,95.63,88.83,698,7.77
PERF_01931,SUP_014,2026-M05,83.42,85.93,839,15.32
PERF_01932,SUP_005,2026-M02,95.02,95.69,338,4.65
PERF_01933,SUP_014,2027-M11,97.59,91.55,882,5.43
PERF_01934,SUP_024,2026-M07,87.85,93.94,632,9.11
PERF_01935,SUP_007,2027-M01,87.97,97.35,955,7.34
PERF_01936,SUP_001,2027-M01,95.61,91.04,247,6.67
PERF_01937,SUP_013,2026-M02,96.11,91.42,1020,6.24
PERF_01938,SUP_006,2027-M04,94.43,93.95,491,5.81
PERF_01939,SUP_011,2027-M08,86.69,97.71,237,7.8
PERF_01940,SUP_009,2027-M12,93.63,92.28,406,7.05
PERF_01941,SUP_012,2026-M09,94.7,97.07,137,4.12
PERF_01942,SUP_005,2026-M12,98.19,94.91,50,3.45
PERF_01943,SUP_008,2027-M12,91.27,94.49,592,7.12
PERF_01944,SUP_008,2027-M09,95.69,93.81,536,5.25
PERF_01945,SUP_024,2027-M04,86.49,95.25,716,9.13
PERF_01946,SUP_019,2027-M06,88.24,88.24,988,11.76
PERF_01947,SUP_001,2026-M11,91.52,95.32,391,6.58
PERF_01948,SUP_008,2026-M02,88.01,90.67,135,10.66
PERF_01949,SUP_021,2027-M06,95.26,94.04,1045,5.35
PERF_01950,SUP_022,2027-M10,91.02,93.7,286,7.64
PERF_01951,SUP_003,2027-M02,90.23,91.82,822,8.97
PERF_01952,SUP_020,2026-M11,84.76,88.35,460,13.44
PERF_01953,SUP_016,2027-M09,83.73,92.3,579,11.98
PERF_01954,SUP_018,2027-M03,91.81,98.91,665,4.64
PERF_01955,SUP_005,2026-M07,93.6,91.92,246,7.24
PERF_01956,SUP_001,2027-M03,93.4,95.16,180,5.72
PERF_01957,SUP_010,2026-M10,87.24,91.83,592,10.47
PERF_01958,SUP_011,2027-M10,94.62,96.9,217,4.24
PERF_01959,SUP_022,2027-M08,97.81,93.55,76,4.32
PERF_01960,SUP_017,2026-M07,88.54,89.56,904,10.95
PERF_01961,SUP_002,2027-M11,86.19,99.08,574,7.37
PERF_01962,SUP_012,2026-M04,90.1,92.7,694,8.6
PERF_01963,SUP_022,2026-M05,91.79,93.91,50,7.15
PERF_01964,SUP_006,2026-M01,89.05,92.83,803,9.06
PERF_01965,SUP_013,2026-M07,83.8,88.2,890,14.0
PERF_01966,SUP_018,2027-M03,96.72,91.87,636,5.7
PERF_01967,SUP_002,2027-M03,93.51,98.33,425,4.08
PERF_01968,SUP_022,2027-M06,86.43,95.62,612,8.97
PERF_01969,SUP_003,2026-M12,86.82,92.03,664,10.58
PERF_01970,SUP_020,2026-M06,79.0,95.98,639,12.51
PERF_01971,SUP_003,2027-M05,91.02,92.78,951,8.1
PERF_01972,SUP_004,2027-M01,91.32,92.81,481,7.94
PERF_01973,SUP_020,2027-M04,90.09,87.12,949,11.39
PERF_01974,SUP_016,2026-M11,87.1,96.73,672,8.09
PERF_01975,SUP_005,2027-M09,96.53,96.6,50,3.44
PERF_01976,SUP_012,2027-M09,92.02,98.08,393,4.95
PERF_01977,SUP_015,2026-M10,94.24,94.81,426,5.47
PERF_01978,SUP_013,2026-M09,85.61,92.26,337,11.06
PERF_01979,SUP_003,2026-M12,94.52,94.1,945,5.69
PERF_01980,SUP_015,2026-M09,85.96,96.91,1066,8.56
PERF_01981,SUP_018,2026-M01,89.74,97.73,420,6.26
PERF_01982,SUP_017,2027-M01,82.77,92.83,1006,12.2
PERF_01983,SUP_013,2026-M07,86.2,94.91,466,9.44
PERF_01984,SUP_003,2027-M02,85.02,93.34,705,10.82
PERF_01985,SUP_023,2026-M10,87.35,95.02,806,8.81
PERF_01986,SUP_017,2027-M09,89.97,91.29,960,9.37
PERF_01987,SUP_025,2027-M08,92.66,99.9,237,3.72
PERF_01988,SUP_022,2026-M12,99.5,96.09,124,2.2
PERF_01989,SUP_020,2026-M08,91.8,92.11,990,8.05
PERF_01990,SUP_011,2026-M08,97.67,96.84,281,2.75
PERF_01991,SUP_014,2026-M04,91.23,92.2,917,8.28
PERF_01992,SUP_002,2026-M08,86.94,96.72,312,8.17
PERF_01993,SUP_018,2027-M03,98.66,97.36,467,1.99
PERF_01994,SUP_010,2027-M06,90.66,90.3,1044,9.52
PERF_01995,SUP_015,2026-M04,96.67,94.78,938,4.28
PERF_01996,SUP_013,2026-M09,86.29,90.01,808,11.85
PERF_01997,SUP_010,2026-M12,90.5,91.82,827,8.84
PERF_01998,SUP_013,2027-M10,88.92,89.5,903,10.79
PERF_01999,SUP_020,2026-M01,90.29,92.23,1050,8.74
PERF_02000,SUP_005,2026-M02,90.95,97.57,125,5.74
